web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,name,num_of_views,num_of_watchers,num_of_msgs,price,about_listing,brand,model,categories,year_of_make,made_in
1606582608-57,https://reverb.com/shop/randys-gear-locker-4?page=11,"Paul Reed Smith SE Hollowbody II in Charcoal Burst w/Hard Case +FREE SHIPFree Shipping$1,034.99Mint",https://reverb.com/item/33418414-paul-reed-smith-se-hollowbody-ii-in-charcoal-burst-w-hard-case-free-ship,Paul Reed Smith SE Hollowbody II in Charcoal Burst w/Hard Case +FREE SHIP,"1,288",26,4.0,"$1,034.99","Please see photos and message or call us with any pricing questions 
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*

You are looking at serial ending in #5886This guitar ships FREE with its included hard shell case and accessories. 
NOW 10% OFF!
The SE Hollowbody II brings the original PRS design platform to the 
high-quality, more affordable SE line up of instruments. Played by 
internationally touring artists, gigging musicians, and aspiring 
players, the SE Hollowbody II features a 5-ply laminated maple top and 
back with flame maple veneers, mahogany middle, wide fat neck, ebony 
fretboard with bird inlays, and a PRS adjustable stoptail bridge. Its 
versatile sounds come from the 58/15 “S” treble and bass pickups paired 
with a volume, push/pull tone control, and 3-way blade pickup 
selector.The SE Hollowbody II is a modern classic with roadworthy 
durability, addictive playability, and wide array of tones, making it a 
perfect workhorse guitar.                    
                         
- Top and Back: 5-ply laminated maple top and back with flame maple veneers, mahogany middle
- Scale Length: 25""
- Neck: 22 fret mahogany
- Fretboard: Ebony
- Neck Profile: Wide Fat
- Inlays: PRS bird
- Stoptail: PRS Adjustable 
- Pickups: 58/15 ""S"" treble and bass pickups
- Controls: Volume And Tone Control With 3-Way Toggle Pickup Switch
- Tuners: PRS-Designed
- Hardware: Nickel                    


-Serial: C05886

read more…",Paul Reed Smith,SE Hollowbody II,Hollow Body,,
1606582579-51,https://reverb.com/shop/randys-gear-locker-4?page=11,"Korg Kronos 61-key Synthesizer WorkstationFree Shipping$2,879Brand New",https://reverb.com/item/32060215-korg-kronos-61-key-synthesizer-workstation,Korg Kronos 61-key Synthesizer Workstation,118,2,7.0,"$2,879","Please message with any questionsShips FREE, brand new in the boxLimited time sale *10% OFF*
9 Sound engine types
SGX-2 Premium Piano (Acoustic Piano)EP-1 MDS Electric Piano (Electric Piano)HD-1 High Definition Synthesizer (PCM)AL-1 Analog Synthesizer (Analog Modeling)CX-3 Tonewheel Organ (Tonewheel Organ Modeling)STR-1 Plucked String (Physical Modeling)MOD-7 Waveshaping VPM Synthesizer (VPM Synthesis)MS-20EX Component Modeling Technology (Analog Modeling)PolysixEX Component Modeling Technology (CMT Analog Modeling)
 Features 
61 KeysEnhanced SGX-2 Grand Piano Engine featuring the new Berlin GrandMassive sound selection

Master sound design team

KRONOS Expansion Sound Libraries

Artist Sound Libraries

Famous Song SoundsNine distinct sound enginesInnovative Set List mode with many new updatesColor TouchView display—now with TouchDrag capabilitySequencer Compositional Tools

KARMA

Drum Track

Open Sampling System16-track audio recording / 16-track MIDI sequencing16 onboard effects processorsUSB/MIDI host ports accommodate MIDI control surfaces (KORG microKEY; KORG NanoPAD2; etc.)Natural Touch semi-weighted action (61 key models)Smooth Sound TransitionsAdvanced Control Surface

Dual Joysticks (X-Y; Vector)

Ribbon Controller

8 rotary knobs

9 sliders

16 illuminated buttons Each item is fully insured and shipped via FedEx, direct signature is included unless requested otherwise. read more…",,Kronos 2 61 Key,Workstations,2019.0,
1606583458-215,https://reverb.com/shop/randys-gear-locker-4?page=5,Paul Reed Smith SE Tonare PE20PSACH Acoustic/Electric Parlor in Charcoal w/Gig Bag +FREE ShippingFree Shipping$579.99Brand New,https://reverb.com/item/35699748-paul-reed-smith-se-tonare-pe20psach-acoustic-electric-parlor-in-charcoal-w-gig-bag-free-shipping,Paul Reed Smith SE Tonare PE20PSACH Acoustic/Electric Parlor in Charcoal w/Gig Bag +FREE Shipping,90,3,,$579.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The guitar shown is the exact one for sale, you are looking at serial #D05927
This guitar ships FREE with its included Gig Bag!

These guitars were going to be showcased during the PRS Experience Event, but that was cancelled this year. We have a few available in each color, with and without pickups.
Features include an ebony fretboard and bridge, bone nut and saddle, plus an included gigbag. 

Brand new condition, this guitar comes with its full manufacture warranty.

read more…",Paul Reed Smith,SE Parlor P20E,Built-in Electronics,,
1606583636-251,https://reverb.com/shop/randys-gear-locker-4?page=3,"Zildjian K Sweet Cymbal Pack KS5791Free Shipping$1,199Brand New",https://reverb.com/item/36238795-zildjian-k-sweet-cymbal-pack-ks5791,Zildjian K Sweet Cymbal Pack KS5791,28,1,,"$1,199","Please message with any questions. 
Series: K Zildjian Sweet Cymbal Set 



Ride: 21"" Medium Ride 



Crash 1 : 17"" Extra Thin Crash 



Crash 2 : 19"" Extra Thin Crash 



Hi Hats: 15"" Thin Top/Extra Heavy Bottom Hi-hats 



Material: B20 



Manufacturer Part Number: KS5791 


read more…",,KS5791,Cymbal Packs,2020.0,
1606583012-126,https://reverb.com/shop/randys-gear-locker-4?page=8,Fender Player Telecaster W/ Pau Ferro Fingerboard in 3 Tone Sunburst w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34336954-fender-player-telecaster-w-pau-ferro-fingerboard-in-3-tone-sunburst-w-free-shipping,Fender Player Telecaster W/ Pau Ferro Fingerboard in 3 Tone Sunburst w/FREE Shipping,551,17,,$649.99,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*Brand new condition, taken out of the box for pictures only.
Serial #MX18059574
Weight: 8 lbs 5 oz
This guitar ships FREE!
Tech Specs 
Body Type:Solidbody



Body Shape:Telecaster



Left-/Right-handed:Right-handed



Number of Strings:6



Body Material:Alder



Body Finish:Gloss Polyester



Color:3-tone Sunburst



Neck Material:Maple



Neck Shape:Modern C



Radius:9.5""



Fingerboard Material:Pau Ferro



Fingerboard Inlay:Dots



Number of Frets:22, Medium Jumbo



Scale Length:25.5""



Nut Width:1.650""



Nut Material:Synthetic Bone



Bridge/Tailpiece:6-saddle String-thru with bent steel saddles



Tuners:Fender Standard Cast/Sealed



Neck Pickup:Player Series Alnico V Tele Single-coil



Bridge Pickup:Player Series Alnico V Tele Single-coil



Controls:1 x volume, 1 x tone, 3-way blade pickup switch



Strings:Fender NPS, .009-.042








read more…",Fender,Player Telecaster with Pau Ferro Fretboard,Solid Body,,
1606583189-162,https://reverb.com/shop/randys-gear-locker-4?page=7,Roc N Soc Nitro Hydraulic Throne BlackFree Shipping$199.99Brand New,https://reverb.com/item/34995016-roc-n-soc-nitro-hydraulic-throne-black,Roc N Soc Nitro Hydraulic Throne Black,40,0,,$199.99,"Please contact with any questions!

The Roc-n-Soc Nitro Rider drum throne is the cure for your aching you-know-what. If you're struggling with a throne that's past its expiration date, it's time to invest in your backside. Seriously, the Nitro Rider throne sports a gas shock absorber, so your back stays fatigue-free. The ergonomically cushioned seat spins, so your spine doesn't have to. And there's an easy-to-use gas lift for quick height adjustments. For comfort and durability at a great price, its tough to beat Roc-n-Soc's Nitro Rider.

Brand New!
FREE SHIPPING! Tech SpecsSeat Type:SaddleLegs:Double-bracedHeight:18"" - 24""
read more…",,Nitro Hydraulic Throne,Thrones,,
1606582800-84,https://reverb.com/shop/randys-gear-locker-4?page=10,Martin DCX2E Acoustic Electric Guitar Sitka and Macassar with Gigbag DCX2E-03Free Shipping$679.99Mint,https://reverb.com/item/34035075-martin-dcx2e-acoustic-electric-guitar-sitka-and-macassar-with-gigbag-dcx2e-03,Martin DCX2E Acoustic Electric Guitar Sitka and Macassar with Gigbag DCX2E-03,94,1,,$679.99,"Please see photos and message or call us with any pricing questionsor for a detailed ""on hand"" description.C&M Music Center4543 Johnston St.Lafayette, LA 70503*FREE SHIPPING - USA ONLY*The guitar shown is the exact one for saleSPECS

Series: X Series
Edition Size: Open
Construction: Mortise & Tenon Neck Joint
Body Size: D-14 Fret Cutaway
Top Material: Sitka Spruce
Rosette: MOP Pattern with Multi-Stripe
Bracing Pattern: X Brace
Brace Shape: Scalloped
Brace Material: Sitka Spruce
Brace Size: 5/16"" with 1/4"" Tone Bars
Back Material: HPL
Back Detail: Macassar Pattern
Side Material: HPL
Side Detail: Macassar Pattern
Neck Material: Select Hardwood
Neck Shape: Performing Artist
Neck Taper: High Performance Taper
Plek: Yes
Nut Material: White Corian
Headstock Shape: Solid with Standard Taper
Headplate Material: HPL
Headplate Logo Style: Script Ink
Heelcap: Black
Fingerboard Material: Select Hardwood
Scale Length: 25.4""
Neck Joins Body At: 14th Fret
Number of Frets Total: 20
Fingerboard Width at Nut: 1 3/4''
Fingerboard Width at 12th Fret: 2 1/8''
Fingerboard Inlay Material: Mother of Pearl Pattern
Fingerboard Inlay Style: Style 28
Side Dots: White
Finish Top: Hand Rubbed
Top Color: Clear
Finish Neck: Hand Rubbed
Bridge Material: Select Hardwood
Bridge Style: Modern Belly - Drop in Saddle
Bridge String Spacing: 2 5/32""
Saddle: Compensated White Tusq
Saddle Radius: 16""
Tuning Machines: Chrome Enclosed Gear
Recommended Strings: Authentic Acoustic Lifespan 2.0 Light - 92/8 Phosphor Bronze MA540T
Knob: Small
Bridge Pin Material: White Plastic
Bridge Pin Dots: Black Plastic
Pickguard: Tortoise Pattern
Case: Soft Gig Bag
Label: Paper Label
Electronics: Fishman M
Serial: 2361066 


read more…",Martin,DCX2E,Built-in Electronics,,
1606583504-224,https://reverb.com/shop/randys-gear-locker-4?page=4,Fender Player Series Fretless Jazz Bass w/Pau Ferro in 3 Tone Sunburst w/FREE ShippingIn 1 Other CartFree Shipping$649Mint,https://reverb.com/item/35780725-fender-player-series-fretless-jazz-bass-w-pau-ferro-in-3-tone-sunburst-w-free-shipping,Fender Player Series Fretless Jazz Bass w/Pau Ferro in 3 Tone Sunburst w/FREE Shipping,60,1,,$649,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
FRESH from Fender, this guitar is brand new and comes with full warranty!
Serial#MX20059228
Weight: 8lbs 13oz
Tech Specs Body Shape:Jazz




Left-/Right-handed:Right-handed



Number of Strings:4



Color:3-tone Sunburst



Body Finish:Gloss Polyester



Body Material:Alder



Neck Material:Maple



Neck Shape:Modern C



Radius:9.5""



Fingerboard Material:Pau Ferro



Fingerboard Inlay:Dots



Number of Frets:Fretless



Scale Length:34""



Nut Width:1.5""



Nut Material:Synthetic Bone



Bridge/Tailpiece:4-saddle Standard



Tuners:Fender Standard Open Gear



Neck Pickup:Player Series Alnico V Jazz Single-coil



Bridge Pickup:Player Series Alnico V Jazz Single-coil



Controls:2 x volume, 1 x master tone



Strings:Fender NPS, .045-.105




read more…",Fender,Player Series Fretless Jazz Bass,4-String,,
1606583703-264,https://reverb.com/shop/randys-gear-locker-4?page=2,"11% price dropIbanez Bass Workshop EHB1505 in Pacific Blue Burst Flat w/Gig Bag+FREE ShippingFree Shipping$1,599.99$1,439.99Mint",https://reverb.com/item/36438936-ibanez-bass-workshop-ehb1505-in-pacific-blue-burst-flat-w-gig-bag-free-shipping,Ibanez Bass Workshop EHB1505 in Pacific Blue Burst Flat w/Gig Bag+FREE Shipping,91,4,,"$1,439.99","Please see photos and message or call us with any questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #: I200222965
Weight: 7lbs 7oz 
Tech Specs 
Body Shape:Bass Workshop EHB



Left-/Right-handed:Right-handed



Number of Strings:5



Color:Pacific Blue Burst



Body Material:African Mahogany body, Poplar Burl top



Body Finish:Satin Polyurethane



Neck Material:9-Piece Panga Panga/Walnut



Neck Shape:EHB5



Radius:19.6""



Fingerboard Material:Bound Panga Panga



Fingerboard Inlay:Abalone Off-set Dots



Number of Frets:24, Medium Stainless Steel



Scale Length:33-35"" compound



Nut Width:1.771""



Nut Material:Plastic



Bridge/Tailpiece:MR5HS



Tuners:Ibanez Custom Headpieces



Neck Pickup:Nordstrand Custom Big Split Single-coil



Bridge Pickup:Nordstrand Custom Big Split Single-coil



Controls:1 x master volume, 1 x balancer, 3-band Active EQ, 1 x EQ bypass switch



Strings:.045-.130



Case Included:Gig Bag



read more…",Ibanez,Bass Workshop EHB1505,5-String or More,,
1606583402-203,https://reverb.com/shop/randys-gear-locker-4?page=5,10% price dropPaul Reed Smith SE Custom 24 35th Anniversary in Faded Blue Burst w/Gig Bag + FREE Shipping #4231Free Shipping$999$899.99Mint,https://reverb.com/item/35595853-paul-reed-smith-se-custom-24-35th-anniversary-in-faded-blue-burst-w-gig-bag-free-shipping-4231,Paul Reed Smith SE Custom 24 35th Anniversary in Faded Blue Burst w/Gig Bag + FREE Shipping #4231,82,3,,$899.99,"Ships FREE to the USA only

The guitar you see is the one you will receive

C&M is a proud PRS authorized dealer
Serial Number: C24231

Weight: 7lbs 12oz
The PRS 35th Anniversary SE Custom 24 is here to celebrate 35 years of guitar making and innovation. Designed around the one that started it all, the Custom 24, this limited-edition model captures the foundational elements of an iconic model and adds the musical functionality of the Paul’s Guitar, creating a new, versatile platform. The 35th Anniversary SE Custom 24 features TCI “S” treble and bass pickups with two mini-toggle switches that allow players to put either or both pickups in humbucking or true single-coil mode. The clarity and unique tones of these vintage-inspired pickups are both big and nuanced, so players can easily find their sweet spot.
Additional features include a 24-fret wide thin neck, abalone “old school” birds, and PRS’s patented tremolo design.
After selling out of all 3,500 Black Gold Wrap Burst 35th Anniversary SE Custom 24 Guitars, PRS is offering a second run of this model in Faded Blue Burst. Fewer than 3,000 Faded Blue Burst guitars will be available worldwide.
SPECIFICATIONS

BODY

Top Wood Carved Maple with Flame Maple Veneer

Back Wood Mahogany

NECK

Number of Frets 24

Scale Length 25""

Neck Wood Maple

Neck Shape Wide Thin

Fretboard Wood Rosewood

Fretboard Inlay Abalone Birds

HARDWARE

Bridge PRS Patented Tremolo, Molded

Tuners PRS-Designed tuners

Hardware Type Nickel

ELECTRONICS

Treble Pickup TCI “S”

Bass Pickup TCI “S”

Controls Volume and Tone Controls w/ 3-Way Blade Pickup Switch and Two Mini Toggle Coil-Tap Switches

Included Accessories Gig Bag 



read more…",Paul Reed Smith,SE Custom 24 35th Anniversary,Solid Body,,
1606583546-233,https://reverb.com/shop/randys-gear-locker-4?page=4,"Ibanez Axion Label RGA61AL in Aurora Burst Flat w/FREE ShippingFree Shipping$1,169.99Mint",https://reverb.com/item/35930385-ibanez-axion-label-rga61al-in-aurora-burst-flat-w-free-shipping,Ibanez Axion Label RGA61AL in Aurora Burst Flat w/FREE Shipping,177,7,,"$1,169.99","Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Weight:7lbs 2oz
Serial:I191107811
Specs
Body Type:Solidbody
Body Shape:Axion RGA
Left-/Right-handed:Right-handed
Number of Strings:6
Body Material:Nyatoh
Top Material:Flamed Maple
Body Finish:Satin Polyurethane
Color:Indigo Aurora Burst
Neck Material:5-piece Panga Panga/Walnut
Neck Shape:Nitro Wizard
Radius:15.75""
Fingerboard Material:Macassar Ebony
Fingerboard Inlay:Offset Dots
Number of Frets:24, Jumbo, Sub Zero Treatment
Scale Length:25.5""
Nut Width:1.692""
Nut Material:Plastic
Bridge/Tailpiece:Gibraltar Standard II Hardtail
Tuners:Gotoh MG-T Locking
Neck Pickup:Bare Knuckle Aftermath Humbucker
Bridge Pickup:Bare Knuckle Aftermath Humbucker
Controls:1 x master volume, 1 x mini-switch (coil-tap), 3-way blade pickup switch
Strings:.010-.046
read more…",Ibanez,RGA61AL-IAF Axion Label HH with Ebony Fretboard,Solid Body,,
1606583650-254,https://reverb.com/shop/randys-gear-locker-4?page=3,Paul Reed Smith SE Standard 24 in Vintage CherryFree Shipping$499.99Brand New,https://reverb.com/item/36245112-paul-reed-smith-se-standard-24-in-vintage-cherry,Paul Reed Smith SE Standard 24 in Vintage Cherry,87,5,2.0,$499.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #C22276
Weight: 7lbs 12oz 
Tech Specs
Body Type:Solidbody
Body Shape:SE Standard 24
Left-/Right-handed:Right-handed
Number of Strings:6
Body Material:Mahogany
Body Finish:Gloss Acrylic Urethane
Color:Vintage Cherry
Neck Material:Maple
Neck Shape:Pattern Wide Thin
Radius:10""
Fingerboard Material:Rosewood, bound
Fingerboard Inlay:PRS Birds
Number of Frets:24, Medium Jumbo
Scale Length:25""
Nut Width:1.6875""
Nut Material:Synthetic
Bridge/Tailpiece:PRS Molded Tremolo
Tuners:PRS Designed
Neck Pickup:85/15 S Humbucker
Bridge Pickup:85/15 S Humbucker
Controls:1 x master volume, 1 x master tone (push/pull coil-split), 3-way blade pickup switch
Strings:9s

read more…",Paul Reed Smith,SE Standard 24,Solid Body,,
1606583194-163,https://reverb.com/shop/randys-gear-locker-4?page=7,Roc N Soc Nitro Hydraulic Throne in BlueFree Shipping$199.99Brand New,https://reverb.com/item/34995045-roc-n-soc-nitro-hydraulic-throne-in-blue,Roc N Soc Nitro Hydraulic Throne in Blue,87,1,1.0,$199.99,"Please contact with any questions!

The Roc-n-Soc Nitro Rider drum throne is the cure for your aching you-know-what. If you're struggling with a throne that's past its expiration date, it's time to invest in your backside. Seriously, the Nitro Rider throne sports a gas shock absorber, so your back stays fatigue-free. The ergonomically cushioned seat spins, so your spine doesn't have to. And there's an easy-to-use gas lift for quick height adjustments. For comfort and durability at a great price, its tough to beat Roc-n-Soc's Nitro Rider.

Brand New!
FREE SHIPPING! Tech SpecsSeat Type:SaddleLegs:Double-bracedHeight:18"" - 24""
read more…",,Nitro Hydraulic Throne,Thrones,,
1606583299-183,https://reverb.com/shop/randys-gear-locker-4?page=6,Fender Player Precision Bass Left-Handed w/Pau Ferro in 3 Tone SunburstFree Shipping$649.99Mint,https://reverb.com/item/35333791-fender-player-precision-bass-left-handed-w-pau-ferro-in-3-tone-sunburst,Fender Player Precision Bass Left-Handed w/Pau Ferro in 3 Tone Sunburst,23,0,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #MX20075916

Weight: 8lbs 3oz
Tech Specs 
Body Shape:Precision



Left-/Right-handed:Left-handed



Number of Strings:4



Color:3-tone Sunburst



Body Finish:Gloss Polyester



Body Material:Alder



Neck Material:Maple



Neck Shape:Modern C



Radius:9.5""



Fingerboard Material:Pau Ferro



Fingerboard Inlay:Dots



Number of Frets:20, Medium Jumbo



Scale Length:34""



Nut Width:1.625""



Nut Material:Synthetic Bone



Bridge/Tailpiece:4-saddle Standard



Tuners:Fender Standard Open-gear



Middle Pickup:Player Series Alnico V Precision Split Single-coil



Controls:1 x volume, 1 x tone



Strings:Fender NPS, .045-.105



read more…",Fender,Player Precision Bass Left-Handed,4-String,,
1606583241-172,https://reverb.com/shop/randys-gear-locker-4?page=6,10% price dropPaul Reed Smith SE Zach Myers Semi-Hollow in Trampas Green w/Gig BagFree Shipping$799$719.99Mint,https://reverb.com/item/35167797-paul-reed-smith-se-zach-myers-semi-hollow-in-trampas-green-w-gig-bag,Paul Reed Smith SE Zach Myers Semi-Hollow in Trampas Green w/Gig Bag,208,6,,$719.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*NOW 10% OFF!!

You are looking at serial #C14559
Weight: 7lbs 3oz
Tech Specs 
Body Type:Semi-hollowbody with F-hole



Body Shape:PRS Singlecut



Left-/Right-handed:Right-handed



Number of Strings:6



Body Material:Mahogany



Top Material:Beveled Maple with Flamed Maple veneer



Color:Trampas Green



Neck Material:Mahogany



Neck Shape:Wide Fat



Fingerboard Material:Rosewood



Fingerboard Inlay:Birds



Number of Frets:22



Scale Length:24.5""



Nut Width:1.6875""



Bridge/Tailpiece:PRS adjustable stoptail



Tuners:Vintage style tuners



Neck Pickup:SE 245 Bass Humbucker



Bridge Pickup:SE 245 Treble Humbucker



Controls:2 x volume, 2 x tone, 3-way toggle pickup switch



Case Included:Gig bag




read more…",Paul Reed Smith,SE Zach Myers Semi-Hollow,Semi-Hollow,,
1606583007-125,https://reverb.com/shop/randys-gear-locker-4?page=8,Fender Player Series Telecaster w/Maple Neck in Capri Orange w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34656330-fender-player-series-telecaster-w-maple-neck-in-capri-orange-w-free-shipping,Fender Player Series Telecaster w/Maple Neck in Capri Orange w/FREE Shipping,347,9,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
NOW 10% OFF!!
The guitar shown is the exact one for sale.
The serial # is MX20037824.
Weight: 7lbs 11oz
This guitar ships FREE!
Comes with full manufacture warranty!
TECH SPECS
Body Type:Solidbody
Body Shape:Telecaster
Left-/Right-handed:Right-handed
Number of Strings:6
Body Material:Alder
Body Finish:Gloss Polyester
Color:Capri Orange
Neck Material:Maple
Neck Shape:Modern C
Radius:9.5""
Fingerboard Material:Maple
Fingerboard Inlay:Black Dots
Number of Frets:22, Medium Jumbo
Scale Length:25.5""
Nut Width:1.650""
Nut Material:Synthetic Bone
Bridge/Tailpiece:6-saddle String-through body
Tuners:Fender Standard Die-cast Sealed
Neck Pickup:Player Series Alnico 5 Tele Single-coil
Bridge Pickup:Player Series Alnico 5 Tele Single-coil
Controls:1 x master volume, 1 x master tone, 3-way blade pickup switch
Strings:Fender NPS, .009-.042
read more…",Fender,Player Telecaster with Maple Fretboard,Solid Body,,
1606583612-246,https://reverb.com/shop/randys-gear-locker-4?page=3,11% price dropFender Player Series Jazzmaster w/Pau Ferro in Polar White w/FREE ShippingFree Shipping$729.99$656.99Mint,https://reverb.com/item/36109400-fender-player-series-jazzmaster-w-pau-ferro-in-polar-white-w-free-shipping,Fender Player Series Jazzmaster w/Pau Ferro in Polar White w/FREE Shipping,108,8,,$656.99,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
This is the exact guitar in the photos.
Serial # MX20031898
Weight: 8lbs 7oz
FRESH from Fender! Comes with full manufacture warranty and ships in original box
Body Type:Solidbody
Body Shape:Jazzmaster
Left-/Right-handed:Right-handed
Number of Strings:6
Body Material:Alder
Body Finish:Gloss Polyester
Color:Polar White
Neck Material:Maple
Neck Shape:Modern C
Radius:9.5""
Fingerboard Material:Pau Ferro
Fingerboard Inlay:White Dots
Number of Frets:22, Medium Jumbo
Scale Length:25.5""
Nut Width:1.650""
Nut Material:Synthetic Bone
Bridge/Tailpiece:6-saddle Vintage-style bridge with Floating Tremolo
Tuners:Fender Standard Die-cast Sealed
Neck Pickup:Player Series Alnico 2 Humbucker
Bridge Pickup:Player Series Alnico 2 Humbucker
Controls:1 x master volume, 1 x master tone, 3-way toggle pickup switch
Strings:Fender, .009-.042
read more…",Fender,Player Series Jazzmaster,Solid Body,,
1606582982-120,https://reverb.com/shop/randys-gear-locker-4?page=8,Fender Player Series Telecaster in 3 Tone Sunburst w/ Pau Ferro w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34559266-fender-player-series-telecaster-in-3-tone-sunburst-w-pau-ferro-w-free-shipping,Fender Player Series Telecaster in 3 Tone Sunburst w/ Pau Ferro w/FREE Shipping,111,1,,$649.99,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*

The serial number for this guitar is MX20032392. 
This guitar weighs 7lbs 11oz.
The guitar shown is the exact one for sale.
--Tech Specs--
Body Type:Solidbody

Body Shape:Telecaster

Left-/Right-handed:Right-handed

Number of Strings:6

Body Material:Alder

Body Finish:Gloss Polyester

Color:3-tone Sunburst

Neck Material:Maple

Neck Shape:Modern C

Radius:9.5""

Fingerboard Material:Pau Ferro

Fingerboard Inlay:Dots

Number of Frets:22, Medium Jumbo

Scale Length:25.5""

Nut Width:1.650""

Nut Material:Synthetic Bone

Bridge/Tailpiece:6-saddle String-thru with bent steel saddles

Tuners:Fender Standard Cast/Sealed

Neck Pickup:Player Series Alnico V Tele Single-coil

Bridge Pickup:Player Series Alnico V Tele Single-coil

Controls:1 x volume, 1 x tone, 3-way blade pickup switch

Strings:Fender NPS, .009-.042
read more…",Fender,Player Telecaster with Pau Ferro Fretboard,Solid Body,,
1606583075-139,https://reverb.com/shop/randys-gear-locker-4?page=8,"Fender Ultra Precision Bass w/Rosewood Fretboard in Mocha Burst w/OHSC +FREE SHIPFree Shipping$1,799.99Mint",https://reverb.com/item/34525018-fender-ultra-precision-bass-w-rosewood-fretboard-in-mocha-burst-w-ohsc-free-ship,Fender Ultra Precision Bass w/Rosewood Fretboard in Mocha Burst w/OHSC +FREE SHIP,301,9,,"$1,799.99","Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*Brand new condition, taken out of the box for pictures only.
The bass shown is the exact one for sale
You are looking at serial #US20040116
Weight: 9lbs 1oz
FRESH from Fender, this bass ships FREE with its included original hard shell case and all accessories.
The Fender American Ultra Series Precision Bass is designed for players who want the most advanced, highest performance Precision Bass ever made. The team spent over two years on intense R&D, analyzing and improving everything on this new flagship line. Made in America in Corona, California, the American Ultra P Bass features new noiseless pickups, advanced electronics, tapered heel and body contours, a redesigned neck profile, a rosewood fretboard with rolled edges and new stage-ready finishes. It all adds up to a Precision Bass you’ll never part with. But don’t let these modern updates fool you. The vibe of the American Ultra Series Precision Bass is still classic Fender. 
Body Shape: American Ultra Precision



Left-/Right-handed: Right-handed



Number of Strings: 4



Color: Mocha Burst



Body Finish: Gloss Polyurethane



Body Material: Alder



Neck Material: Maple



Neck Shape: Modern D



Radius: 10""-14"" compound



Fingerboard Material: Rosewood



Fingerboard Inlay: White Pearloid Dots



Number of Frets: 21, Medium Jumbo



Scale Length: 34""



Nut Width: 1.625""



Nut Material: Bone



Bridge/Tailpiece: 4-Saddle HiMass



Tuners: Fender Light-weight Vintage Paddle



Neck Pickup: Ultra Precision Split Single-coil



Bridge Pickup: Ultra Noiseless Vintage Single-coil



Controls: 1 x master volume, 1 x pan, 1 x stacked treble/bass, 1 x stacked midrange/tone, 1 x mini toggle active/passive switch



Strings: Fender NPS, .045-.105



Case Included: Hardshell Case



   read more…",Fender,American Ultra Precision Bass,4-String,,
